URL, Bytes, Kilo Bytes, Mega Bytes
"https://smallseo.tools/","109643","107.0732421875","0.10456371307373047"
"http://ipv4.download.thinkbroadband.com/512MB.zip","536870912","524288.0","512.0"
"https://github.com","226273","220.9697265625","0.2157907485961914"
